Transaction,Purchase Date,Customer ID,Gender,Marital Status,Homeowner,Children,Annual Income,City,State or Province,Country,Product Family,Product Department,Product Category,Units Sold,Revenue
2069,12/06/2012,5405,F,M,Y,1,70K - 90K,Portland,OR,USA,Food,Canned Foods,Canned Anchovies,4,13.76
2070,12/06/2012,5301,F,M,N,2,70K - 90K,Beverly Hills,CA,USA,Food,Produce,Vegetables,5,9.08
2071,13/06/2012,5821,F,M,Y,4,70K - 90K,Seattle,WA,USA,Food,Canned Foods,Vegetables,6,21.51
2072,13/06/2012,5826,F,M,Y,4,10K - 30K,Seattle,WA,USA,Food,Frozen Foods,Frozen Desserts,6,16.91
2073,13/06/2012,9302,M,M,Y,1,130K - 150K,San Francisco,CA,USA,Food,Baking Goods,Jams and Jellies,1,1.71
2074,13/06/2012,4951,M,S,N,5,30K - 50K,Seattle,WA,USA,Food,Frozen Foods,Vegetables,3,18.96
2075,13/06/2012,7190,M,S,N,2,50K - 70K,Yakima,WA,USA,Drink,Beverages,Pure Juice Beverages,4,11.84
2076,13/06/2012,9928,F,S,Y,5,10K - 30K,Spokane,WA,USA,Food,Frozen Foods,Vegetables,4,22.58
2077,13/06/2012,8083,F,M,Y,0,30K - 50K,San Diego,CA,USA,Food,Baking Goods,Jams and Jellies,3,5.84
2078,14/06/2012,9759,F,M,N,4,50K - 70K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,5,11.05
2079,14/06/2012,3929,F,M,N,2,50K - 70K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,6,12.96
2080,14/06/2012,5685,F,S,Y,2,90K - 110K,Salem,OR,USA,Drink,Dairy,Dairy,5,26.8
2081,14/06/2012,1865,F,S,Y,2,30K - 50K,Los Angeles,CA,USA,Food,Deli,Meat,4,20.3
2082,14/06/2012,5765,M,M,N,2,30K - 50K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,3,14.63
2083,14/06/2012,5623,F,M,Y,4,30K - 50K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,4,12.64
2084,14/06/2012,8933,M,S,N,4,10K - 30K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,2,6.92
2085,14/06/2012,161,F,M,Y,1,30K - 50K,San Diego,CA,USA,Food,Breakfast Foods,Breakfast Foods,4,2.28
2086,14/06/2012,3549,F,M,N,2,10K - 30K,Walla Walla,WA,USA,Non-Consumable,Periodicals,Magazines,2,4.16
2087,15/06/2012,8864,M,M,Y,4,70K - 90K,Los Angeles,CA,USA,Food,Frozen Foods,Meat,5,42.44
2088,15/06/2012,4767,M,S,Y,3,130K - 150K,Spokane,WA,USA,Drink,Beverages,Pure Juice Beverages,5,25.08
2089,15/06/2012,6641,M,S,N,0,30K - 50K,San Diego,CA,USA,Food,Baking Goods,Jams and Jellies,3,17.78
2090,15/06/2012,3015,F,S,Y,1,10K - 30K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,6,36.89
2091,15/06/2012,5163,M,M,Y,3,30K - 50K,Bremerton,WA,USA,Food,Produce,Vegetables,5,22.04
2092,15/06/2012,2587,F,M,N,1,70K - 90K,Spokane,WA,USA,Food,Baking Goods,Baking Goods,2,5.98
2093,15/06/2012,6617,F,M,N,2,10K - 30K,Los Angeles,CA,USA,Food,Produce,Specialty,4,18.48
2094,15/06/2012,6107,F,M,Y,5,50K - 70K,Bremerton,WA,USA,Food,Breakfast Foods,Breakfast Foods,4,11.45
2095,15/06/2012,3825,M,S,N,5,30K - 50K,Walla Walla,WA,USA,Food,Produce,Vegetables,5,12.78
2096,15/06/2012,5877,M,S,N,3,10K - 30K,Tacoma,WA,USA,Food,Produce,Vegetables,4,16.38
2097,15/06/2012,6695,M,M,Y,1,110K - 130K,Bellingham,WA,USA,Food,Deli,Meat,4,8.57
2098,16/06/2012,282,F,S,N,3,50K - 70K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Decongestants,4,6.72
2099,16/06/2012,5167,F,S,N,3,10K - 30K,San Diego,CA,USA,Non-Consumable,Household,Paper Products,6,15
2100,16/06/2012,6429,M,S,Y,5,30K - 50K,Beverly Hills,CA,USA,Non-Consumable,Household,Kitchen Products,4,11.92
2101,16/06/2012,180,F,S,N,4,50K - 70K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,5,27.65
2102,16/06/2012,4948,M,M,Y,5,10K - 30K,Salem,OR,USA,Food,Starchy Foods,Starchy Foods,4,13.31
2103,16/06/2012,7310,M,M,Y,5,30K - 50K,Portland,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,7,9.35
2104,16/06/2012,7906,M,M,Y,1,10K - 30K,Salem,OR,USA,Drink,Beverages,Hot Beverages,5,2.25
2105,16/06/2012,8663,M,S,N,5,50K - 70K,Salem,OR,USA,Non-Consumable,Household,Electrical,5,9.83
2106,16/06/2012,8841,M,M,Y,1,10K - 30K,Salem,OR,USA,Non-Consumable,Periodicals,Magazines,3,9.39
2107,16/06/2012,5537,F,S,N,0,30K - 50K,Bremerton,WA,USA,Non-Consumable,Checkout,Hardware,5,6.68
2108,16/06/2012,5813,M,S,N,4,30K - 50K,Bremerton,WA,USA,Food,Produce,Vegetables,6,11.53
2109,16/06/2012,3414,M,S,Y,0,90K - 110K,Beverly Hills,CA,USA,Food,Frozen Foods,Vegetables,3,10.89
2110,16/06/2012,9176,M,S,Y,4,30K - 50K,Yakima,WA,USA,Non-Consumable,Household,Plastic Products,3,7.46
2111,16/06/2012,5067,M,S,Y,2,50K - 70K,Tacoma,WA,USA,Food,Baked Goods,Bread,5,18.29
2112,16/06/2012,6417,M,S,N,2,10K - 30K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,3,16.13
2113,16/06/2012,7190,M,S,N,2,50K - 70K,Yakima,WA,USA,Food,Deli,Meat,4,20.62
2114,16/06/2012,5616,F,S,N,3,10K - 30K,Tacoma,WA,USA,Drink,Beverages,Carbonated Beverages,3,12.48
2115,16/06/2012,5040,M,M,Y,3,30K - 50K,Seattle,WA,USA,Non-Consumable,Household,Paper Products,4,20.92
2116,16/06/2012,7257,M,S,N,0,10K - 30K,Seattle,WA,USA,Non-Consumable,Household,Cleaning Supplies,5,15.88
2117,17/06/2012,406,M,S,N,1,30K - 50K,Los Angeles,CA,USA,Drink,Beverages,Carbonated Beverages,5,6.19
2118,17/06/2012,665,F,S,N,4,50K - 70K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,6,21.16
2119,17/06/2012,4007,F,M,Y,4,50K - 70K,Seattle,WA,USA,Food,Produce,Specialty,4,18.64
2120,17/06/2012,1813,F,S,Y,4,30K - 50K,Tacoma,WA,USA,Food,Produce,Specialty,5,7.67
2121,18/06/2012,9306,M,M,Y,4,50K - 70K,San Diego,CA,USA,Food,Dairy,Dairy,4,7.31
2122,18/06/2012,8427,M,M,Y,3,10K - 30K,Spokane,WA,USA,Non-Consumable,Periodicals,Magazines,4,13.22
2123,18/06/2012,6309,M,M,Y,3,10K - 30K,Bellingham,WA,USA,Food,Frozen Foods,Breakfast Foods,3,19.12
2124,18/06/2012,7154,F,M,N,5,50K - 70K,San Diego,CA,USA,Food,Baked Goods,Bread,6,13.68
2125,18/06/2012,2280,F,S,N,2,10K - 30K,Salem,OR,USA,Food,Canned Products,Fruit,4,4.56
2126,18/06/2012,4209,M,S,Y,4,50K - 70K,Bellingham,WA,USA,Food,Snack Foods,Snack Foods,3,6.37
2127,18/06/2012,1195,F,S,Y,5,10K - 30K,Portland,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,18.53
2128,18/06/2012,7099,M,M,Y,5,130K - 150K,Seattle,WA,USA,Food,Seafood,Seafood,3,4.98
2129,18/06/2012,856,M,M,Y,5,30K - 50K,Portland,OR,USA,Non-Consumable,Household,Electrical,5,10.31
2130,18/06/2012,5877,M,S,N,3,10K - 30K,Tacoma,WA,USA,Food,Produce,Vegetables,5,13.46
2131,18/06/2012,7190,M,S,N,2,50K - 70K,Yakima,WA,USA,Food,Produce,Fruit,4,25.92
2132,18/06/2012,4118,M,S,N,1,50K - 70K,Tacoma,WA,USA,Food,Canned Foods,Canned Soup,5,10.08
2133,18/06/2012,4589,F,S,N,3,10K - 30K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Hygiene,3,5.92
2134,18/06/2012,8015,M,M,N,2,10K - 30K,Salem,OR,USA,Food,Produce,Fruit,5,26.05
2135,19/06/2012,5610,M,S,Y,4,110K - 130K,Salem,OR,USA,Food,Snack Foods,Snack Foods,6,12.84
2136,19/06/2012,1991,F,S,N,1,50K - 70K,Salem,OR,USA,Food,Snack Foods,Snack Foods,4,3.56
2137,19/06/2012,2689,M,S,Y,1,30K - 50K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,6,21.84
2138,19/06/2012,7811,M,S,N,4,30K - 50K,Portland,OR,USA,Non-Consumable,Household,Electrical,2,14.4
2139,19/06/2012,2587,F,M,N,1,70K - 90K,Spokane,WA,USA,Food,Frozen Foods,Vegetables,5,11.68
2140,19/06/2012,7056,F,M,Y,1,10K - 30K,Bremerton,WA,USA,Food,Dairy,Dairy,6,20.59
2141,19/06/2012,7479,F,M,Y,1,10K - 30K,Seattle,WA,USA,Non-Consumable,Household,Bathroom Products,3,4.32
2142,19/06/2012,7743,F,S,N,0,30K - 50K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,3,12.51
2143,19/06/2012,6530,M,S,Y,0,110K - 130K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,3,27.97
2144,20/06/2012,5210,F,S,Y,1,30K - 50K,Tacoma,WA,USA,Non-Consumable,Household,Electrical,4,28.19
2145,20/06/2012,9144,M,S,Y,1,10K - 30K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Hygiene,2,5.12
2146,20/06/2012,4836,M,S,Y,5,50K - 70K,Portland,OR,USA,Food,Baked Goods,Bread,3,6.14
2147,20/06/2012,1675,M,S,Y,2,130K - 150K,Seattle,WA,USA,Drink,Beverages,Pure Juice Beverages,4,6.08
2148,20/06/2012,4191,F,M,N,1,30K - 50K,Los Angeles,CA,USA,Food,Dairy,Dairy,3,14.63
2149,20/06/2012,9075,M,S,N,0,30K - 50K,Los Angeles,CA,USA,Food,Canned Foods,Canned Soup,4,5.4
2150,20/06/2012,8172,M,M,N,0,50K - 70K,Tacoma,WA,USA,Food,Produce,Fruit,3,2.24
2151,20/06/2012,7359,F,M,N,4,10K - 30K,Salem,OR,USA,Food,Deli,Meat,6,18.96
2152,20/06/2012,5199,F,M,Y,4,150K +,Portland,OR,USA,Drink,Beverages,Carbonated Beverages,5,4.58
2153,20/06/2012,2781,F,M,N,3,10K - 30K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,5,7
2154,20/06/2012,4445,F,S,Y,2,50K - 70K,Tacoma,WA,USA,Food,Frozen Foods,Vegetables,4,12.28
2155,20/06/2012,8070,M,S,N,3,50K - 70K,Beverly Hills,CA,USA,Food,Dairy,Dairy,6,21
2156,20/06/2012,7702,M,S,N,2,30K - 50K,Spokane,WA,USA,Food,Produce,Vegetables,5,30.46
2157,20/06/2012,9256,F,M,Y,3,30K - 50K,Salem,OR,USA,Food,Baked Goods,Bread,4,17.4
2158,20/06/2012,7720,F,M,Y,3,130K - 150K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Cold Remedies,2,9.36
2159,20/06/2012,9263,F,M,Y,2,30K - 50K,Spokane,WA,USA,Food,Breakfast Foods,Breakfast Foods,4,8.76
2160,20/06/2012,8140,F,M,Y,1,30K - 50K,Salem,OR,USA,Non-Consumable,Periodicals,Magazines,3,7.61
2161,21/06/2012,4633,M,M,Y,1,50K - 70K,Los Angeles,CA,USA,Food,Frozen Foods,Vegetables,4,13.14
2162,21/06/2012,6754,M,M,Y,0,90K - 110K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,4,31.33
2163,21/06/2012,3693,M,S,N,0,30K - 50K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,5,4.62
2164,21/06/2012,2658,M,M,Y,4,30K - 50K,Los Angeles,CA,USA,Food,Starchy Foods,Starchy Foods,7,6.65
2165,21/06/2012,3462,M,S,N,4,30K - 50K,Beverly Hills,CA,USA,Drink,Beverages,Carbonated Beverages,4,5.38
2166,21/06/2012,5942,F,M,N,1,50K - 70K,Beverly Hills,CA,USA,Non-Consumable,Household,Kitchen Products,5,16.76
2167,21/06/2012,7843,F,S,N,4,30K - 50K,Bellingham,WA,USA,Food,Snack Foods,Snack Foods,4,12.01
2168,21/06/2012,9075,M,S,N,0,30K - 50K,Los Angeles,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,13
2169,21/06/2012,2742,M,M,Y,3,30K - 50K,Tacoma,WA,USA,Food,Canned Foods,Canned Soup,5,6.63
2170,21/06/2012,1310,F,M,Y,4,10K - 30K,Spokane,WA,USA,Food,Produce,Fruit,5,6.84
2171,21/06/2012,1622,M,M,Y,1,70K - 90K,Bremerton,WA,USA,Non-Consumable,Household,Cleaning Supplies,4,11.59
2172,21/06/2012,1310,F,M,Y,4,10K - 30K,Spokane,WA,USA,Food,Baked Goods,Bread,4,22.32
2173,21/06/2012,1897,F,S,Y,4,130K - 150K,Salem,OR,USA,Food,Seafood,Seafood,3,5.69
2174,21/06/2012,6105,M,S,Y,0,30K - 50K,Yakima,WA,USA,Food,Frozen Foods,Frozen Desserts,6,7.8
2175,21/06/2012,7502,M,S,N,1,10K - 30K,Spokane,WA,USA,Food,Baked Goods,Bread,3,4.62
2176,21/06/2012,7149,F,S,Y,4,10K - 30K,Salem,OR,USA,Drink,Beverages,Hot Beverages,4,10.12
2177,21/06/2012,1133,F,S,N,3,30K - 50K,Los Angeles,CA,USA,Food,Produce,Vegetables,5,8.58
2178,21/06/2012,9224,M,S,N,4,30K - 50K,Tacoma,WA,USA,Food,Dairy,Dairy,3,13.43
2179,22/06/2012,6772,M,S,N,2,30K - 50K,San Diego,CA,USA,Food,Baking Goods,Jams and Jellies,4,18.29
2180,22/06/2012,10055,M,M,Y,3,10K - 30K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,5,3.02
2181,22/06/2012,6348,M,M,Y,2,10K - 30K,Spokane,WA,USA,Food,Snacks,Candy,4,19.21
2182,22/06/2012,6429,M,S,Y,5,30K - 50K,Beverly Hills,CA,USA,Drink,Beverages,Pure Juice Beverages,4,8.96
2183,22/06/2012,6647,M,S,Y,3,30K - 50K,Tacoma,WA,USA,Food,Eggs,Eggs,2,7.88
2184,22/06/2012,3197,F,S,N,5,50K - 70K,Yakima,WA,USA,Food,Produce,Vegetables,6,28.64
2185,22/06/2012,905,M,S,Y,4,50K - 70K,Bremerton,WA,USA,Food,Produce,Specialty,4,5.42
2186,22/06/2012,4587,F,M,Y,5,10K - 30K,San Francisco,CA,USA,Food,Dairy,Dairy,4,23.31
2187,22/06/2012,7250,M,M,N,4,30K - 50K,Salem,OR,USA,Food,Snack Foods,Snack Foods,6,9.86
2188,22/06/2012,2371,M,S,N,1,10K - 30K,Spokane,WA,USA,Food,Baking Goods,Baking Goods,4,19.82
2189,22/06/2012,1484,F,S,Y,4,30K - 50K,Beverly Hills,CA,USA,Food,Canned Products,Fruit,5,12.01
2190,22/06/2012,1979,M,S,N,5,30K - 50K,Bremerton,WA,USA,Food,Eggs,Eggs,4,22.44
2191,22/06/2012,5616,F,S,N,3,10K - 30K,Tacoma,WA,USA,Food,Produce,Vegetables,3,15.66
2192,22/06/2012,995,M,M,Y,0,30K - 50K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,3,13.36
2193,22/06/2012,3196,M,S,N,2,50K - 70K,Salem,OR,USA,Food,Frozen Foods,Vegetables,4,16.29
2194,22/06/2012,4615,F,M,Y,2,110K - 130K,Tacoma,WA,USA,Food,Baked Goods,Bread,3,28.22
2195,22/06/2012,8769,M,M,Y,3,70K - 90K,Yakima,WA,USA,Food,Baked Goods,Bread,6,28.3
2196,23/06/2012,180,F,S,N,4,50K - 70K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,5,41.47
2197,23/06/2012,2658,M,M,Y,4,30K - 50K,Los Angeles,CA,USA,Non-Consumable,Household,Electrical,4,11.65
2198,23/06/2012,5498,M,S,Y,0,110K - 130K,San Diego,CA,USA,Food,Baked Goods,Bread,3,10.16
2199,23/06/2012,6982,M,M,Y,1,70K - 90K,Salem,OR,USA,Food,Snack Foods,Snack Foods,2,9.04
2200,24/06/2012,905,M,S,Y,4,50K - 70K,Bremerton,WA,USA,Food,Produce,Vegetables,4,25.06
2201,24/06/2012,5545,M,S,Y,3,90K - 110K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,5,7.38
2202,24/06/2012,7510,M,S,N,2,10K - 30K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,4,13.72
2203,24/06/2012,5809,M,M,Y,1,10K - 30K,Salem,OR,USA,Food,Deli,Side Dishes,3,16.34
2204,24/06/2012,2547,F,M,Y,3,70K - 90K,Yakima,WA,USA,Non-Consumable,Household,Bathroom Products,5,6.97
2205,24/06/2012,373,F,S,N,2,10K - 30K,Salem,OR,USA,Food,Dairy,Dairy,5,15.4
2206,24/06/2012,9788,F,M,N,0,110K - 130K,Salem,OR,USA,Food,Canned Foods,Vegetables,2,9.65
2207,24/06/2012,9651,F,S,Y,5,130K - 150K,Bellingham,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,2,10.64
2208,24/06/2012,8887,F,M,Y,5,70K - 90K,Tacoma,WA,USA,Food,Dairy,Dairy,5,34.66
2209,24/06/2012,7001,M,M,Y,5,30K - 50K,Bremerton,WA,USA,Food,Deli,Meat,4,6.84
2210,24/06/2012,7051,F,M,N,4,30K - 50K,Spokane,WA,USA,Non-Consumable,Household,Plastic Products,6,8.12
2211,24/06/2012,4125,M,M,Y,3,30K - 50K,Portland,OR,USA,Non-Consumable,Health and Hygiene,Pain Relievers,6,13.33
2212,24/06/2012,573,M,S,N,2,10K - 30K,Portland,OR,USA,Non-Consumable,Household,Paper Products,5,12.89
2213,24/06/2012,1146,F,M,Y,5,10K - 30K,San Diego,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,6,23.1
2214,24/06/2012,3564,F,S,N,4,50K - 70K,San Francisco,CA,USA,Food,Snack Foods,Snack Foods,3,11.58
2215,24/06/2012,8623,M,S,N,4,30K - 50K,San Diego,CA,USA,Food,Produce,Fruit,3,9.39
2216,24/06/2012,8172,M,M,N,0,50K - 70K,Tacoma,WA,USA,Food,Dairy,Dairy,3,1.78
2217,24/06/2012,9461,M,S,N,4,10K - 30K,Tacoma,WA,USA,Food,Produce,Vegetables,5,15.54
2218,24/06/2012,9937,M,M,N,2,10K - 30K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Desserts,4,4.37
2219,24/06/2012,467,F,S,N,1,10K - 30K,Salem,OR,USA,Food,Canned Foods,Canned Soup,5,23.06
2220,24/06/2012,2715,F,S,Y,3,10K - 30K,Seattle,WA,USA,Drink,Beverages,Hot Beverages,4,20.02
2221,25/06/2012,9898,F,M,Y,2,30K - 50K,Seattle,WA,USA,Food,Canned Foods,Canned Soup,5,5.12
2222,25/06/2012,3773,F,S,Y,1,110K - 130K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,4.95
2223,25/06/2012,7580,F,S,N,2,110K - 130K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,3,20.25
2224,25/06/2012,6367,F,S,N,1,50K - 70K,Bremerton,WA,USA,Food,Canned Foods,Canned Shrimp,5,26.12
2225,25/06/2012,5502,M,M,Y,3,130K - 150K,Los Angeles,CA,USA,Non-Consumable,Household,Electrical,3,9.04
2226,25/06/2012,2553,M,M,Y,2,50K - 70K,Spokane,WA,USA,Food,Eggs,Eggs,6,13.3
2227,25/06/2012,4417,M,M,Y,2,70K - 90K,Bremerton,WA,USA,Food,Dairy,Dairy,4,8.76
2228,25/06/2012,6061,M,M,Y,1,30K - 50K,Tacoma,WA,USA,Non-Consumable,Household,Electrical,4,1.6
2229,25/06/2012,1839,F,M,Y,3,70K - 90K,Portland,OR,USA,Food,Frozen Foods,Meat,4,26.64
2230,25/06/2012,9163,F,M,Y,5,50K - 70K,Seattle,WA,USA,Food,Produce,Vegetables,5,7.29
2231,25/06/2012,5731,F,M,N,3,50K - 70K,Los Angeles,CA,USA,Drink,Beverages,Pure Juice Beverages,5,5.85
2232,25/06/2012,1497,F,M,Y,3,30K - 50K,Tacoma,WA,USA,Food,Starchy Foods,Starchy Foods,2,4.99
2233,25/06/2012,4019,F,S,N,4,30K - 50K,Portland,OR,USA,Food,Dairy,Dairy,7,25.16
2234,26/06/2012,521,M,M,Y,1,30K - 50K,Portland,OR,USA,Food,Deli,Meat,3,16.02
2235,26/06/2012,4143,F,S,N,2,10K - 30K,Portland,OR,USA,Non-Consumable,Health and Hygiene,Decongestants,3,7.9
2236,26/06/2012,9318,M,M,Y,1,110K - 130K,Spokane,WA,USA,Food,Snacks,Candy,3,25.49
2237,26/06/2012,7366,F,M,Y,2,30K - 50K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,4,8.19
2238,26/06/2012,7257,M,S,N,0,10K - 30K,Seattle,WA,USA,Food,Frozen Foods,Breakfast Foods,6,18.4
2239,26/06/2012,5056,F,M,Y,5,10K - 30K,Seattle,WA,USA,Non-Consumable,Health and Hygiene,Cold Remedies,5,28
2240,26/06/2012,2385,F,S,Y,1,30K - 50K,Beverly Hills,CA,USA,Non-Consumable,Household,Cleaning Supplies,3,30.86
2241,27/06/2012,6897,F,M,Y,2,150K +,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,6.69
2242,27/06/2012,3426,F,M,N,1,70K - 90K,Portland,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,6.84
2243,27/06/2012,8138,M,M,Y,4,30K - 50K,San Diego,CA,USA,Food,Frozen Foods,Frozen Desserts,4,8.28
2244,27/06/2012,690,F,S,Y,5,150K +,San Diego,CA,USA,Non-Consumable,Household,Electrical,5,19.14
2245,27/06/2012,5984,M,S,Y,1,130K - 150K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,22.97
2246,27/06/2012,9997,F,M,Y,2,10K - 30K,Tacoma,WA,USA,Food,Dairy,Dairy,6,3.17
2247,27/06/2012,9102,F,M,Y,2,10K - 30K,Bremerton,WA,USA,Food,Frozen Foods,Frozen Entrees,3,12.2
2248,27/06/2012,8283,M,M,Y,1,130K - 150K,Tacoma,WA,USA,Drink,Dairy,Dairy,5,3.59
2249,27/06/2012,4875,M,M,N,4,70K - 90K,Salem,OR,USA,Drink,Beverages,Carbonated Beverages,4,20.75
2250,28/06/2012,726,F,S,Y,4,30K - 50K,Seattle,WA,USA,Food,Frozen Foods,Frozen Desserts,4,17.47
2251,28/06/2012,9972,M,M,Y,1,10K - 30K,Salem,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,3,8.55
2252,28/06/2012,5407,M,M,Y,4,50K - 70K,San Diego,CA,USA,Food,Dairy,Dairy,4,19.13
2253,28/06/2012,8310,F,M,Y,1,30K - 50K,Salem,OR,USA,Food,Canned Foods,Vegetables,5,32.17
2254,28/06/2012,1414,F,S,Y,0,30K - 50K,Los Angeles,CA,USA,Food,Starchy Foods,Starchy Foods,5,16.1
2255,28/06/2012,9797,F,M,Y,5,50K - 70K,Spokane,WA,USA,Non-Consumable,Checkout,Miscellaneous,5,15.64
2256,28/06/2012,6736,F,S,Y,0,90K - 110K,Tacoma,WA,USA,Food,Produce,Fruit,4,15.96
2257,28/06/2012,7384,M,S,Y,5,130K - 150K,Bremerton,WA,USA,Food,Baking Goods,Jams and Jellies,6,18.92
2258,28/06/2012,9837,M,M,N,5,30K - 50K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,6,30.36
2259,28/06/2012,2135,F,M,Y,3,110K - 130K,Walla Walla,WA,USA,Food,Dairy,Dairy,1,3.75
2260,28/06/2012,2106,M,S,N,5,70K - 90K,Los Angeles,CA,USA,Food,Produce,Vegetables,4,6.38
2261,28/06/2012,2863,M,M,Y,0,70K - 90K,Tacoma,WA,USA,Food,Deli,Meat,5,17.25
2262,28/06/2012,5674,F,S,Y,3,50K - 70K,Beverly Hills,CA,USA,Food,Baked Goods,Bread,4,10.53
2263,28/06/2012,9815,M,M,Y,5,30K - 50K,Spokane,WA,USA,Food,Deli,Side Dishes,2,10.7
2264,28/06/2012,5831,M,S,N,3,30K - 50K,Bremerton,WA,USA,Food,Produce,Specialty,3,7.4
2265,28/06/2012,1361,F,S,Y,0,50K - 70K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,27.6
2266,29/06/2012,5060,M,M,N,3,10K - 30K,Salem,OR,USA,Food,Deli,Meat,4,2.75
2267,29/06/2012,115,F,S,Y,3,90K - 110K,Los Angeles,CA,USA,Food,Dairy,Dairy,5,2.7
2268,29/06/2012,3936,M,S,Y,4,30K - 50K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,5,22.63
2269,29/06/2012,7611,F,M,N,2,50K - 70K,Los Angeles,CA,USA,Non-Consumable,Household,Electrical,6,21.6
2270,29/06/2012,1915,M,S,Y,1,150K +,Portland,OR,USA,Food,Snack Foods,Snack Foods,6,18.56
2271,29/06/2012,10210,M,S,Y,3,10K - 30K,Beverly Hills,CA,USA,Food,Frozen Foods,Vegetables,5,9.57
2272,29/06/2012,7241,M,M,Y,4,50K - 70K,Tacoma,WA,USA,Food,Baking Goods,Baking Goods,4,16.26
2273,29/06/2012,5799,F,S,Y,4,110K - 130K,Seattle,WA,USA,Food,Dairy,Dairy,3,1.59
2274,29/06/2012,9251,M,M,Y,4,90K - 110K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Decongestants,4,8.27
2275,29/06/2012,4234,F,S,Y,4,50K - 70K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,3,22.5
2276,29/06/2012,4364,M,S,Y,4,50K - 70K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,4,9.31
2277,29/06/2012,4497,M,S,Y,3,30K - 50K,Tacoma,WA,USA,Non-Consumable,Periodicals,Magazines,3,20.16
2278,29/06/2012,9373,M,S,Y,3,10K - 30K,Seattle,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,5,7.97
2279,29/06/2012,4315,M,S,N,2,30K - 50K,Tacoma,WA,USA,Food,Eggs,Eggs,4,16.9
2280,29/06/2012,5088,F,M,Y,2,10K - 30K,Salem,OR,USA,Food,Produce,Vegetables,3,13.52
2281,29/06/2012,7715,M,M,N,4,130K - 150K,Salem,OR,USA,Food,Baked Goods,Bread,3,3.59
2282,29/06/2012,907,F,M,N,3,90K - 110K,Beverly Hills,CA,USA,Food,Produce,Fruit,3,17.19
2283,29/06/2012,3763,F,S,Y,4,50K - 70K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Cold Remedies,6,18.11
2284,30/06/2012,99,F,S,N,3,30K - 50K,Bremerton,WA,USA,Drink,Beverages,Pure Juice Beverages,6,12.32
2285,30/06/2012,9237,F,S,N,4,50K - 70K,Portland,OR,USA,Food,Produce,Vegetables,2,16.15
2286,30/06/2012,3548,F,M,N,1,90K - 110K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,6.7
2287,30/06/2012,1297,M,S,N,4,30K - 50K,Spokane,WA,USA,Food,Dairy,Dairy,4,7.13
2288,30/06/2012,5973,M,M,Y,2,90K - 110K,Bremerton,WA,USA,Food,Frozen Foods,Meat,6,20.42
2289,30/06/2012,1484,F,S,Y,4,30K - 50K,Beverly Hills,CA,USA,Food,Canned Foods,Vegetables,3,4.54
2290,30/06/2012,8068,F,S,Y,4,70K - 90K,Bremerton,WA,USA,Food,Produce,Fruit,5,4.18
